0.00121254	120110	3000
0.00144343	210130	4200
0.00211379	336150	5600
0.00332636	504170	7200
0.00466437	720190	9000
0.00591535	990210	11000
0.0222405	3960420	44000
0.0434614	7920420	44000
0.179372	34560640	96000
